date,summary,emotion
2020/3/3,3月3日现货黄金、白银、原油、外汇短线交易策略。北京时间3月3日11:30澳洲联储如期降息25个基点至0.50%创纪录新低。澳元兑美元短线拉升36点至0.6566涨幅0.37%因靴子落地行情而且市场预计美联储将降息50个基点。澳洲联储最近期的讯息表明他们...,neutral
2020/3/3,澳洲联储降息25个基点创纪录新低！澳元兑美元不跌反涨短线飙升近40点全靠美联储帮忙北京时间3月3日11:30澳洲联储如期降息25个基点至0.50%创纪录新低。澳元兑美元短线拉升36点至0.6566涨幅0.37%因靴子落地行情而且市场预计美联储将降息50个基点。澳洲联储最近期的讯息表明他们...,negative
2020/3/3,黄金交易提醒：黄金千六关口多空鏖战！全球宽松潮来临两大事件料提供指引因投资者押注政策制定者们有可能自2008年以来首次协调降息美股创下14个月最大涨幅这使得黄金自1610上方迅速回落并跌破1590。但是全球央行宽松也降低了非孳息的黄金持有成本交易商目前押注美联储3月“铁定”降息5...,neutral
2020/3/3,全球10年来首次协调降息开启？交易商押注美联储3月“铁定”降息50个基点！美元续刷一个半月新低一些经济学家认为政策制定者们有可能自2008年以来首次协调降息。目前交易商已经押注美联储“铁定”会在3月实施降息。同时市场还押注日本央行和欧洲央行也将会实施降息。但是市场人士担忧持续的降息可能不会扭转经济下行的趋势...,negative
2020/3/3,3月3日外汇交易提醒3月2日美元大跌美元指数创1月16日以来新低至97.18；投资者押注美联储将降息应对公共卫生事件影响长期美债收益率延续跌势再创新低削弱了美元的吸引力。美元兑大多数G-10对手货币走弱欧元兑美元涨逾百点飙升至...,negative
2020/3/3,3月3日财经早餐：美元跌势不止欧元飙升百点黄金冲高回落油价创五个月来最大涨幅3月2日美元大跌美元指数创1月16日以来新低至97.18；投资者押注美联储将降息应对公共卫生事件影响；欧元兑美元涨超百点飙升至近两个月高位。现货黄金冲高回落收于1589美元附近美元走软对金价有一定支撑但美股暴...,negative
2020/3/3,美联储紧急降息50基点美元下挫近60点跌破97关口黄金爆拉逾20美元逼近1630,negative
2020/3/3,纽市盘前：全球协同宽松只是场梦日元一度涨近0.7%；油市企稳待OPEC+本周“关闸”,positive
2020/3/3,黄金多头酝酿新攻势美元继续承压；全球协同应对公共卫生危机？真能使上力的仅有一家,negative
2020/3/3,金价收缩震荡澳洲联储引领全球央行降息潮有望引爆金价新一轮行情,positive
2020/3/3,黄金T+D收跌白银T+D六连跌！资金纷纷涌向股市但贵金属长期利多因素浮现,negative
2020/3/3,国际金价走高公共卫生形势仍继续恶化美联储也快坐不住了全球央行欲谋求协调行动,negative
2020/3/3,欧市盘前：基本面多空因素共生黄金或陷两难境地但油市情绪进一步改善,negative
2020/3/3,澳洲联储打开全球央行“放水”阀门黄金仍为长期对冲低利率首选,positive
2020/3/3,3月3日现货黄金、白银、原油、外汇短线交易策略,positive
2020/3/3,黄金与股市同跌避险属性失效？多种动力驱动金市金价多空打响千六拉锯战,negative
2020/3/3,黄金交易提醒：黄金千六关口多空鏖战！全球宽松潮来临两大事件料提供指引,positive
2020/3/3,全球10年来首次协调降息开启？交易商押注美联储3月“铁定”降息50个基点！美元续刷一个半月新低,negative
2020/3/3,3月3日财经早餐：美元跌势不止欧元飙升百点黄金冲高回落油价创五个月来最大涨幅,positive
2020/3/3,风险偏好回暖金价回落逾20美元失守1590关口,neutral
2020/3/3,纽市盘前：全球协同宽松只是场梦日元一度涨近0.7%；油市企稳待OPEC+本周“关闸”,positive
2020/3/3,国际油价延续上日涨幅但要保持这一势头市场须同时满足两条件缺一不可！,positive
2020/3/3,2月OPEC产量跌至10年新低！进一步减产虽无悬念但是能否减产100万桶/日仍牵动市场神经,negative
2020/3/3,INE原油涨逾3%OPEC二月供应创逾十年新低但大幅推升油价还需各国货币决策层加把力,negative
2020/3/3,欧市盘前：基本面多空因素共生黄金或陷两难境地但油市情绪进一步改善,negative
2020/3/3,3月3日现货黄金、白银、原油、外汇短线交易策略,positive
2020/3/3,油价从数年低点强势反弹多头切勿掉以轻心！若OPEC+不作为恐引发新一轮抛售？,negative
2020/3/3,原油交易提醒：G7财长欲协同出手稳定市场OPEC或甩开俄罗斯！油价暴涨5%创五个月最大涨幅,positive
2020/3/3,3月3日财经早餐：美元跌势不止欧元飙升百点黄金冲高回落油价创五个月来最大涨幅,positive
2020/3/3,预期OPEC再减产及各国央行出台刺激措施美油飙涨逾6%,positive
2020/3/2,美国2月ISM制造业PMI略超预期金价短线基本持稳于1600附近3月2日纽约时段盘中北京时间23点整美国方面公布了一项市场密切关注的2月ISM制造业PMI数据结果该数据表现略超预期。数据公布后现货金价短线基本持稳于1600附近。,negative
2020/3/2,欧元兑美元跳升至两周高位欧美央行政策差异进一步收窄3月2日纽约时段盘中欧元兑美元大幅度攀升汇价日内涨逾100点最高触及1.1163跳升至两周高位。日内欧元区公布的一系列2月份制造业终止数据表现超出预期支撑了欧元反观美元方面美联储降息预期进一步大幅度升温...,neutral
2020/3/2,"纽市盘前：欧银官员强调戒急用忍欧元创逾六周新高；英银降息概率上升英镑回落百点3月2日欧洲时段欧元兑美元创逾六周新高至1.1128法国央行行长维勒鲁瓦表示欧洲央行当前的货币政策已经非常宽松
全球各国央行在确有必要时可以针对公共卫生事件采取行动但现在还没有到那个时候。英镑兑美元回落百点至...",negative
2020/3/2,现货黄金反弹美元刷新一个月低位；公共卫生形势恶化这个时候需要美联储“扛大旗”3月2日现货黄金反弹企稳而美元继续处于守势刷新2月3日以来低点至97.496。因全球公共卫生事件持续扩散的报导不断传出交易员愈发押注美联储将在本月降息50个基点。美联储有望对全球其他央行形成积极垂范作用以保...,negative
2020/3/2,黄金T+D一度跌逾4%国内股市大涨逾3%！但仍有三大利多因素共振金价重返千六大关3月2日黄金T+D一度跌逾4%白银T+D则创近七个月新低。日内亚欧股市纷纷反弹国内股市更是大涨逾3%投资者对卫生事件的担忧情绪有所降温促使投资者纷纷转向风险资产但全球央行集体宽松的预期升温尤其是美联储降息的...,negative
2020/3/2,10年期美债收益率逼近1%！美元美股同涨的关键因素丧失美联储除了降息或别无选择上周五10年期美债收益率首度跌破1.2%且在本周一最低触及1.028%逼近1%关口。美债收益率远高于欧债是美元资产吸纳全球资金并推动国内投融资活动的关键但随着美债收益率持续走低市场开始寻求其他避险资产美元和美...,negative
2020/3/2,美联储本月降息预期不断高涨金价大幅调整过后仍然有望维持升势3月2日欧洲时段盘中现货金价整体维持震荡上行的走势。上周五金价曾经大幅度回落调整恐慌性的技术抛盘给金价短线带来沉重的打击。不过多位分析师指出在大幅度充分调整之后诸多基本面因素仍然温和支撑金价金价仍然有望走出...,positive
2020/3/2,现货黄金反弹逾1%美联储欲迎合市场呼声3月份或超常规行动3月2日现货黄金价格涨逾1%自上一交易日贵金属普遍大跌后反弹因冀望美联储降息以缓和全球公共卫生事件迅速扩散带来的影响。美联储主席鲍威尔上周末表示面对新冠疫情带来的风险美联储将“采取适当行动”来支撑经济。利率期...,negative
2020/3/2,全球经将或严重受损？央行或采取干预措施！图解各资产走势风险资产和避险资产在3月2日亚洲交易中继续波动。在上周末的新闻洪流强化了对公共卫生事件将严重损害全球经济的担忧之后投资者考虑央行可能采取的干预措施。日本央行有关公共卫生事件情影响的声明表明政策制定者准备采取预防性措...,negative
2020/3/2,公共卫生危机令欧元因祸得福！本周有望继续上行突破200日均线后挑战前高1.1240上周欧元兑美元创下自2017年7月初以来的最大周涨幅。未来将出现更多不稳定因素市场的风险偏好上升多家机构预测欧元兑美元将进一步上涨。欧元不仅受到股市走软的提振也因融资货币特性受益于新兴市场“套利”交易的清算。虽...,positive
2020/3/2,全球市场进入十年一遇波动时期债市、股市、金市均不能独善其身未来关注这五大方面上周五现货黄金大跌逾80美元。在美国股市创下7年最大单周下跌以及市场避险情绪大幅升温之际黄金的表现令市场感到诧异。但分析人士指出只有当遭遇类似近期市场动荡时期黄金通常会随市场抛售以产生流动性和保证金。上一次见到这...,negative
2020/3/2,民主党初选黑马退选拜登胜算上升提振风险情绪！劲敌桑德斯气势汹汹谁将最终直面特朗普？美国总统初选本月3日即将迎来最为关键的一役“超级星期二”但民主党总统参选人布蒂吉格宣布退选这对美国前副总统拜登来说是个好消息也利多市场风险情绪。虽然拜登又少了一名竞争对手得到更多筹款和不少议员的支持但想战胜民...,negative
2020/3/2,欧市盘前：经济恐慌情绪降温美布两油大幅反弹欧元创四周新高。3月2日亚洲时段美元指数小幅下探再创近四周新低至97.83附近美联储3月份降息预期的升温对汇价拖累明显短线料仍处于弱势；现货黄金则小幅反弹避险需求和美元的走弱给金价提供支撑但技术面卖压较强令金价受限；原油市...,negative
2020/3/2,3月2日现货黄金、白银、原油、外汇短线交易策略3月2日亚洲时段美元指数小幅下探再创近四周新低至97.83附近美联储3月份降息预期的升温对汇价拖累明显短线料仍处于弱势；现货黄金则小幅反弹避险需求和美元的走弱给金价提供支撑但技术面卖压较强令金价受限；原油市...,negative
2020/3/2,美联储降息预期大幅飙升鲍威尔与特朗普“达成共识”美元再创四周新低上周美元指数急转直下暴跌逾1.24%至98附近美联储主席鲍威尔暗示准备在必要时降低利率以支持经济扩张美国总统特朗普也表示美联储降息“差不多是时候了”就连美联储大鸽派布拉德也表示若公卫事件成为全球大流行利率可能...,negative
2020/3/2,3月2日财经早餐：两大央行决议来袭英欧谈判欧佩克会议拉开序幕3月2日至3月6日投资者需要关注的大事比较多包括欧盟和英国展开第一轮贸易谈判欧佩克第178届特别会议、加拿大央行和澳洲联储的利率决议。此外还需关注美联储、英国央行、加拿大央行多位官员的讲话以及美国的经济状况褐皮...,positive
2020/3/2,纽市盘前：欧银官员强调戒急用忍欧元创逾六周新高；英银降息概率上升英镑回落百点,negative
2020/3/2,现货黄金反弹美元刷新一个月低位；公共卫生形势恶化这个时候需要美联储“扛大旗”,negative
2020/3/2,黄金T+D一度跌逾4%国内股市大涨逾3%！但仍有三大利多因素共振金价重返千六大关,positive
2020/3/2,美联储本月降息预期不断高涨金价大幅调整过后仍然有望维持升势,positive
2020/3/2,现货黄金反弹逾1%美联储欲迎合市场呼声3月份或超常规行动,positive
2020/3/2,全球市场进入十年一遇波动时期债市、股市、金市均不能独善其身未来关注这五大方面,positive
2020/3/2,欧市盘前：经济恐慌情绪降温美布两油大幅反弹欧元创四周新高,positive
2020/3/2,3月2日现货黄金、白银、原油、外汇短线交易策略,positive
2020/3/2,全球股市经历金融危机来最糟糕一周黄金却为何加入抛售行列？原因其实很简单,negative
2020/3/2,黄金交易提醒：黄金触底反弹收复1600？本周重磅数据事件不断收复1620料重启多头走势,negative
2020/3/2,纽市盘前：欧银官员强调戒急用忍欧元创逾六周新高；英银降息概率上升英镑回落百点,negative
2020/3/2,全球经将或严重受损？央行或采取干预措施！图解各资产走势,negative
2020/3/2,全球市场进入十年一遇波动时期债市、股市、金市均不能独善其身未来关注这五大方面,positive
2020/3/2,INE原油触及上市以来新低但最终收涨；因国内股市大涨且沙特可能等不急了！,negative
2020/3/2,油价大幅反弹逾2美元OPEC或甩开俄罗斯单独行动！但沙特仍须掂量此举可能付出的代价,negative
2020/3/2,欧市盘前：经济恐慌情绪降温美布两油大幅反弹欧元创四周新高,positive
2020/3/2,美油反弹逾3%但警惕利空仍占据主导！美油产量增速料降至2%下半年油市或迎来转机？,negative
2020/3/2,3月2日现货黄金、白银、原油、外汇短线交易策略,positive
2020/3/2,美布两油暴挫逾10%后惊现2020年石油需求零增长预期聚焦OPEC+会议,positive
2020/3/2,原油交易提醒：油价低开3%触及14个月低位聚焦OPEC大会！若分歧油价恐跌至30美元,negative
2020/3/2,3月2日财经早餐：两大央行决议来袭英欧谈判欧佩克会议拉开序幕,positive
2020/2/29,外汇月评：FED降息预期飙升！美元避险魅力晚节不保；英国“不为瓦全”英镑终难逞强美元指数在本月最后一周急转直下暴跌逾1.2%；整个2月份多数涨幅遭回吐终盘仅收高0.69%于98.059。美国国内面临新冠病毒大流行的风险日益抬升市场加大押注美联储降息美元魅力褪色。严重干扰国际旅行和供应链加...,negative
2020/2/29,黄金月评：股市惨遭屠戮但投资者不服；无谓牺牲金市金价月线虎头蛇尾终结两连阳2020年2月国际现货黄金走势虎头蛇尾本月最后一个交易日金价重挫近3.6%完全回吐先前巨大涨幅终盘收跌0.22%月线终结二连阳。很多投资者出于对不确定性的担忧在买股票的同时买入黄金以作为对冲。全球股市本月最...,negative
2020/2/29,CFTC持仓解读：日元看空意愿升温、原油看多意愿升温(2月25日当周)汇通网CTFC持仓数据：美国商品期货交易委员会(CFTC)2月28日发布的报告显示截止至2月19日至2月25日当周：日元看空意愿升温；原油看多意愿升温原油投机性净多头增加19702手合约至431466手合约表明...,positive
2020/2/29,3月2日外汇交易提醒2月28日美元继续走低美元指数创2月5日以来新低至97.95因市场对公共卫生事件担忧加剧且对美联储3月份降息的预期升温；受到止损盘、基金抛售和期权需求影响日元领涨G10货币美元兑日元跌破108关口刷新去年10...,negative
2020/2/29,2月29日财经早餐：黄金创近七年最大跌幅美元失守98关口日元飙升160点美油”七连阴”本周重挫16%2月28日美元继续走低美元指数创2月5日以来新低至97.95因鲍威尔释放降息信号；受到止损盘、基金抛售和期权需求影响美元兑日元暴跌160点。现货黄金收跌近60美元刷新2月12日以来低点至1563.07美元/盎司...,negative
2020/2/29,黄金月评：股市惨遭屠戮但投资者不服；无谓牺牲金市金价月线虎头蛇尾终结两连阳,negative
2020/2/29,CFTC持仓解读：日元看空意愿升温、原油看多意愿升温(2月25日当周),positive
2020/2/29,2月29日财经早餐：黄金创近七年最大跌幅美元失守98关口日元飙升160点美油”七连阴”本周重挫16%,positive
2020/2/29,贵金属全线崩溃！黄金重挫80美元创七年来最大跌幅白银跌逾7%钯金狂泻13%,negative
2020/2/29,原油月评：恐慌情绪失控！暴挫逾10%布油创两年半新低；需求前景惨淡OPEC+内讧不止,negative
2020/2/29,CFTC持仓解读：日元看空意愿升温、原油看多意愿升温(2月25日当周),positive
2020/2/29,2月29日财经早餐：黄金创近七年最大跌幅美元失守98关口日元飙升160点美油”七连阴”本周重挫16%,positive
2020/2/28,美国1月PCE物价指数不及预期金价短线日低小幅回升加拿大GDP超预期加元冲高回落2月28日纽约时段盘中北京时间21点30分美国方面公布了1月PCE物价指数数据结果该数据表现不及预期。另外同时公布的其他影响力较小的美国数据美国1月个人支出不及预期美国1月批发库存不及预期。在一系列美国数据公...,negative
2020/2/28,纽市盘前：避险资金回流日元创近四周新高；需求前景恶化深不见底美油创14个月新低2月28日欧洲时段美元兑日元跌至近四周新低至108.51国际公共卫生消息影响焦点的转移也令避险资金得以重返日债市场。美油创近14个月新低至44.96美元/桶需求前景持续恶化令油价跌跌不休本周以来公共卫生风险事...,negative
2020/2/28,黄金创逾一周新低对冲资金“拆东墙补西墙”；FED年内或降息3次避险风水重回日元2月28日现货黄金创逾一周新低因对冲交易者出脱盈利的黄金仓位补充股市保证金但全球公共卫生形势严峻令金价跌势有限。美元指数创逾三周新低美国未来降息预期大幅抬升美联储年底前将降息三次再加上美债收益率降至纪录...,negative
2020/2/28,欧元兑美元自日高回落调整欧美央行政策差异收窄中期仍然支撑欧元2月28日欧洲时段盘中欧元兑美元冲高回落连续五个交易日上涨之后欧元兑美元出现了回落调整迹象。此前时段内德国公布的就业数据成了多头获利了结的机会汇价在数据公布后冲高回落。本周欧元兑美元大幅度盘中主要是因为欧美央...,negative
2020/2/28,非农+OPEC会议来袭！注意北美夏令时调整！3月2日至3月8日重磅事件和经济数据前瞻3月2日至3月8日当周美国将公布非农数据市场将借此判断就业市场是否仍是美国经济的重要支撑。同时OPEC将举行会议是否减产将对油市走向产生关键影响。同时下周澳洲联储和加拿大央行还将公布利率决议。此外美国的ISM制...,negative
2020/2/28,在岸人民币录得近两周新高黄金T+D创一周新低；白银T+D暴跌5%工业需求滑向至暗时刻2月28日黄金T+D创一周新低；白银T+D收盘下跌4.98%。贵金属承压因投资者担忧实物需求受到冲击同时美元兑在岸人民币创近两周新低人民币的大幅走高令国内贵金属承压而大宗商品暴跌工业属性驱动白银跌势甚于黄金。尽...,negative
2020/2/28,技术性调整给金价短线下行压力诸多基本面信号仍是金价中期支撑2月28日欧洲时段盘中现货金价整体维持震荡下行的走势在避险升温股市大跌各国央行降息预期升温的背景下金价并没有连续大幅上涨反而面临技术性调整风险。黄金ETF持仓开始有获利了结的迹象实物黄金买盘疲弱也限制金价...,negative
2020/2/28,需求预期继续下调油价刷新15个月低位！俄罗斯立场有所软化聚焦下周OPEC+会议周五美原油刷新15个月低位至45.45美元因多数机构下调了需求预期且警告称如果市场不确定性延续至二季度可能存在进一步下修的风险。同时数据显示阿联酋富查伊拉燃油交易中心成品油库存本周攀升至创纪录水平也暗示需求疲软的...,negative
2020/2/28,三大因素支撑下黄金有望继续闪耀！未来数周就能收复千七关口？2月27日黄金分析师William Ebbs撰文称因为公共卫生安全事件的冲击、不断增加的美国债务以及民主党总统竞选人桑德斯的崛起黄金还能进一步上涨。美银美林等机构也看多黄金预测未来数周有望升至1700美元。,negative
2020/2/28,和股市一样债市也充满泡沫？黄金是唯一的避风港短线承压多头切莫泄气。2月27日欧洲央行三位高层决策者暗示愈发担心公共卫生安全事件带来的威胁但没有迹象显示央行急于再次降息。受此消息影响隔夜欧元出现暴涨。不少分析师称欧元短期有望进一步上涨。德国商业银行称欧元接下去将测试1.100...,negative
2020/2/28,欧银称不会降息应对公共卫生冲击！欧元上破1.10关口有望继续上行挑战前高1.12402月27日欧洲央行三位高层决策者暗示愈发担心公共卫生安全事件带来的威胁但没有迹象显示央行急于再次降息。受此消息影响隔夜欧元出现暴涨。不少分析师称欧元短期有望进一步上涨。德国商业银行称欧元接下去将测试1.100...,negative
2020/2/28,欧市盘前：全球风险资产纷纷大跌日元创三周半新高但黄金多头担忧实物需求2月28日亚洲时段日元创三周半新高突发公共卫生事件进一步在全球范围内蔓延这导致金融市场惊慌失措全球股市及大宗商品纷纷暴跌日元的避险属性得到发挥。但鉴于全球经济不可避免遭遇冲击这可能冲击实物黄金的需求投资者...,negative
2020/2/28,2月28日现货黄金、白银、原油、外汇短线交易策略美联储3月份降息预期和年内多次降息的预期升温令汇价承压但投资者还将关注晚间的PCE数据因为隔夜跌幅较大短线美元存在一些调整的机会；现货黄金窄幅震荡避险情绪和美联储降息预期给金价提供支撑但技术面抛压依然较强...,neutral
2020/2/28,美股周跌幅超10%市场寄希望美联储救市降息呼声日益高涨！美指苦日子还没完投资者担忧公共卫生安全事件冲击经济美股可能创下金融危机以来的最差单周表现市场要求美联储降息救市的呼声越来越高。虽然美联储官员表示现在评估公共卫生安全事件对全球经济的影响还为时过早但也可能看情况改变立场。前美联储...,negative
2020/2/28,黄金交易提醒：黄金屡次冲高回落但美股回调确认+美联储3次降息预期长多趋势未改周四因美股创逾8年最大跌幅同时市场对于全球公共卫生事件的担忧情绪继续升温市场押注美联储最早将于3月降息这使得美元跌至三周低点这使得黄金一度收复1660关口。不过近几个交易日黄金始终无法维持在1650上方因短线...,negative
2020/2/28,美联储3月份降息概率飙升至88%年内或降息三次美元录得逾一年最大单日跌幅受到美联储降息预期升温的拖累周四美元指数大幅走弱一度跌创2月6日以来新低至98.35收跌约0.74%录得2019年1月25日以来最大单日跌幅。交易员认为美联储可能需要采取积极措施削减借贷成本以缓解这种公共卫生...,negative
2020/2/28,2月28日外汇交易提醒2月27日美元下跌因投资者押注美联储将降息以缓解快速蔓延的突发公共卫生事件的影响带动欧元录得自2018年5月以来的最大单日涨幅。欧元兑美元收涨1.10%至1.1001盘中一度上涨1.2%至1.1005创三周以...,neutral
2020/2/28,美国1月PCE物价指数不及预期金价短线日低小幅回升加拿大GDP超预期加元冲高回落,negative
2020/2/28,纽市盘前：避险资金回流日元创近四周新高；需求前景恶化深不见底美油创14个月新低,positive
2020/2/28,黄金创逾一周新低对冲资金“拆东墙补西墙”；FED年内或降息3次避险风水重回日元,positive
2020/2/28,非农+OPEC会议来袭！注意北美夏令时调整！3月2日至3月8日重磅事件和经济数据前瞻,neutral
2020/2/28,在岸人民币录得近两周新高黄金T+D创一周新低；白银T+D暴跌5%工业需求滑向至暗时刻,positive
2020/2/28,技术性调整给金价短线下行压力诸多基本面信号仍是金价中期支撑,negative
2020/2/28,三大因素支撑下黄金有望继续闪耀！未来数周就能收复千七关口？,positive
2020/2/28,国际金价有望连续第三个月走高多国社会出现恐慌行为；WHO警告称须做好最坏打算,negative
2020/2/28,和股市一样债市也充满泡沫？黄金是唯一的避风港短线承压多头切莫泄气,negative
2020/2/28,欧市盘前：全球风险资产纷纷大跌日元创三周半新高但黄金多头担忧实物需求,negative
2020/2/28,获利回吐盘致金价失守1630美元多重支撑犹存大概率录得月线三连涨,positive
2020/2/28,2月28日现货黄金、白银、原油、外汇短线交易策略,positive
2020/2/28,黄金交易提醒：黄金屡次冲高回落但美股回调确认+美联储3次降息预期长多趋势未改,negative
2020/2/28,2月28日财经早餐：美指失守99关口金价遭投资者获利了结！避险情绪蔓延油价五连阴,positive
2020/2/28,纽市盘前：避险资金回流日元创近四周新高；需求前景恶化深不见底美油创14个月新低,positive
2020/2/28,布油录得两年半新低美油或创近九年最大周阴线；WHO发终极警告OPEC+或被逼向悬崖,positive
2020/2/28,需求预期继续下调油价刷新15个月低位！俄罗斯立场有所软化聚焦下周OPEC+会议,positive
2020/2/28,INE原油暴跌逾4%创上市以来新低！油市需求忧虑加剧且OPEC+存在“信任赤字”,negative
2020/2/28,欧市盘前：全球风险资产纷纷大跌日元创三周半新高但黄金多头担忧实物需求,negative
2020/2/28,2月28日现货黄金、白银、原油、外汇短线交易策略,positive
2020/2/28,原油交易提醒：全球股市暴跌油价本周累计下跌近15%或创近十年最大跌幅！布油逼近50关口,negative
2020/2/28,油价将创下五年来最大周跌幅！若OPEC+推迟减产跌破30美元并非危言耸听,negative
2020/2/28,美油暴挫近5%至逾一年低位下周OPEC+会议沙特寻求再减产100万桶短线有望止跌,positive
2020/2/28,2月28日财经早餐：美指失守99关口金价遭投资者获利了结！避险情绪蔓延油价五连阴,positive
2020/2/28,公共卫生事件忧虑持续加剧美油重挫近5%跌破47关口,negative
2020/2/27,纽市盘前：FED降息预期升温助欧元大涨0.8%；美油创近14个月新低俄拖沓作风愁坏OPEC2月27日欧洲时段欧元兑美元大涨0.8%创近三周新高美元创近三周新低联邦基金利率期货暗示美联储2020年将降息75个基点降息预期近期明显升温。美油创2019年1月初的近14个月新低全球公共卫生风险进一步发酵...,negative
2020/2/27,美国四季度GDP修正值符合预期现货金价短线持稳但公共卫生安全问题可能影响一季度增长2月27日纽约时段盘中北京时间21点30分美国方面公布一系列重磅的经济数据。其中市场关注的美国四季度GDP修正值符合预期此外1月耐用品订单初值降幅不及预期而四季度核心PCE物价指数略不及预期。在一系列的美国数据...,neutral
2020/2/27,现货黄金继续受到避险阵营追捧但美元风光不再；投资者担心美国政府可能错判形势2月27日现货黄金继续展开反弹市场愈发担心新冠肺炎正在变成流行病促使投资人涌入避险资产。人们担心旅游限制、供应链中断和需求下降对经济的影响可能远远大于此前的预期。美元指数录得2月10日以来新低至98.658进一...,negative
2020/2/27,金银T+D双双收跌在岸人民币创一周新高；但避险模式根深蒂固有三大理由支撑金价2月27日金银T+D双双收跌因美元兑在岸人民币创一周新低人民币的走高令国内金银承压。但金融市场开启避险模式美元指数大幅回落而10年期美债收益率再创记录新低跌破1.3%欧洲及中东加上日韩等地疫情的加重令投资者...,negative
2020/2/27,现货金价维持震荡攀升势头公共卫生安全引发的全球放缓担忧有望继续推升金价2月27日欧洲时段盘中现货金价整体维持震荡攀升的势头。公共卫生安全问题引发的担忧情绪继续给金价带来支撑。在危机影响之下全球股市低迷全球央行加速宽松预期升温黄金基金经理们持续不断购入黄金。此外全球贸易局势也不稳...,negative
2020/2/27,欧元刚反弹就遭泼冷水！公共卫生阴云下欧洲经济遭殃看空阵营日益庞大从走势图上看欧元出现反弹且依然存在反弹空间可能因新兴市场不稳定和股市摇摇欲坠得到提振。但是花旗和澳新银行等机构坚定选择看空因为公共卫生安全风险冲击欧元区经济在这种情况下欧元很难得到幸免。澳新银行甚至悲观地预...,negative
2020/2/27,美日110关口多空胶着但四大因素继续削弱日元避险买需200周线料继续提供支撑尽管过去几天有所回升但日元在2月的前3周中仍然兑美元贬值了1.6％。日元作为传统的避险货币通常随着全球不确定性和风险规避情绪回升而走高因此近期日元的走势令人困惑。分析人士指出日元近期失去避险地位是多重因素叠加的...,negative
2020/2/27,现货黄金继续反弹全球公共卫生风险呈现新态势；投资者认为只有一大救星靠得住2月27日现货黄金价格上涨因新冠病毒在全球迅速蔓延推动了投资者对避险资产的需求并提振了各大央行降息的预期。意大利和伊朗正成为新冠病毒全球爆发新的中心。美国国内也已确诊59例。投资者认为美联储有必要出手减轻新冠...,negative
2020/2/27,分析师警告油价仍有10美元下跌空间！但物极必反这两大因素或助力油价反攻周四美原油续刷13个月低位至47.84美元部分分析师甚至表示最坏的情况是油价将在当前基础上再下跌10美元/桶。但是也有分析人士认为随着布油已经接近了50美元关口即将跌破俄罗斯的盈亏平衡点这可能迫使俄罗斯在减产问...,negative
2020/2/27,市场再次猜测推迟3月份预算案英镑又添近忧！若守不住前低1.2849警惕进一步跌向1.27除了脱欧贸易谈判担忧、英国央行降息预期和公共卫生安全市场再次猜测质疑3月份预算案遭推迟。多重利空打压下2月26日英镑兑多数货币汇率都出现下滑其中英镑兑美元收跌0.77%报1.2905且在2月27日维持弱势震荡...,negative
2020/2/27,欧市盘前：卫生风险持续发酵黄金日元受宠；美布两油跌跌不休需求冲击愈加严重。2月27日亚洲时段美元指数小幅走弱特朗普的相关言论令市场担忧公共卫生事件在美国的进展在加上技术面的利空信号汇价短线偏向震荡下行；金价则仍受到避险情绪的支撑在相对高位震荡运行短线看涨情绪有所回升但还需留意晚...,negative
2020/2/27,2月27日现货黄金、白银、原油、外汇短线交易策略2月27日亚洲时段美元指数小幅走弱特朗普的相关言论令市场担忧公共卫生事件在美国的进展在加上技术面的利空信号汇价短线偏向震荡下行；金价则仍受到避险情绪的支撑在相对高位震荡运行短线看涨情绪有所回升但还需留意晚...,negative
2020/2/27,恐慌情绪+美股蒸发2万亿美元美国消费遭双重打击！或给美元多头敲响警钟因公共卫生安全事件引发的恐慌情绪美国市值蒸发了2万亿美元。有分析师指出这可能阻碍美国的消费者支出在另一场公共卫生安全事件的影响被感受到前就出现。,negative
2020/2/27,美联储可能提前至3月或4月降息？美指恐继续下行关注能否守住98.50支撑蒙特利尔银行的分析师在2月26日的报告中写道最早可能在3月或4月降息其中4月降息的可能性相对更好因为能看到更多受公共卫生安全事件影响的经济数据。 此外他们预测美联储降息幅度是50个基点而非市场预期的25个基点...,negative
2020/2/27,黄金交易提醒：全球黄金ETF持仓破纪录多头仍有恃无恐关注耐用品订单和GDP修正值尽管近期黄金仍面临技术抛售的压力但是总体而言黄金在1625美元附近获得了强劲的支撑因市场对于公共卫生事件担忧情绪继续升温全球股市大跌对黄金构成支撑。同时本周全球黄金ETF持仓总量创历史新高超过2012年的峰值...,positive
2020/2/27,2月27日外汇交易提醒2月26日美元止跌回升受套利交易平仓和月末定盘资金流影响美元指数收复99关口；商品货币续跌澳元兑美元重挫跌至近11年低位；英镑兑美元跌逾百点欧盟首席脱欧谈判官巴尼耶称与英国达成协议将很困难。,negative
2020/2/27,2月27日财经早餐：美元小幅上涨商品货币续跌黄金收复1640关口油价创去年1月以来新低2月26日美元止跌回升受套利交易平仓和月末定盘资金流影响美元指数收复99关口；商品货币续跌澳元兑美元重挫跌至近11年低位；英镑兑美元跌逾百点。现货黄金小幅上涨站上1640美元关口公共卫生事件蔓延、实际利率低...,negative
2020/2/27,纽市盘前：FED降息预期升温助欧元大涨0.8%；美油创近14个月新低俄拖沓作风愁坏OPEC,negative
